date,desc,amount,currency,cat,subcat
2024-03-23,Simulated expense for Retail Purchases - Technology Items,-57.65,USD,Retail Purchases,Technology Items
2024-03-21,Simulated expense for Personal Care - Personal Grooming,-24.18,USD,Personal Care,Personal Grooming
2024-03-20,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-18.08,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-03-26,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-9.2,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-04-23,Simulated expense for Food & Dining - Groceries,-20.97,USD,Food & Dining,Groceries
2024-04-12,Simulated expense for Food & Dining - Groceries,-58.48,USD,Food & Dining,Groceries
2024-04-27,Simulated expense for Food & Dining - Groceries,-100.69,USD,Food & Dining,Groceries
2024-04-18,Simulated expense for Food & Dining - Groceries,-61.07,USD,Food & Dining,Groceries
2024-04-14,Simulated expense for Food & Dining - Groceries,-45.85,USD,Food & Dining,Groceries
2024-04-12,Simulated expense for Food & Dining - Restaurants,-185.77,USD,Food & Dining,Restaurants
2024-04-26,Simulated expense for Food & Dining - Restaurants,-101.27,USD,Food & Dining,Restaurants
2024-04-26,Simulated expense for Food & Dining - Restaurants,-137.54,USD,Food & Dining,Restaurants
2024-04-26,Simulated expense for Food & Dining - Coffee,-13.45,USD,Food & Dining,Coffee
2024-04-26,Simulated expense for Food & Dining - Coffee,-9.09,USD,Food & Dining,Coffee
2024-04-30,Simulated expense for Food & Dining - Coffee,-11.54,USD,Food & Dining,Coffee
2024-04-01,Simulated expense for Food & Dining - Coffee,-9.41,USD,Food & Dining,Coffee
2024-04-02,Simulated expense for Food & Dining - Coffee,-9.77,USD,Food & Dining,Coffee
2024-04-16,Simulated expense for Food & Dining - Coffee,-2.38,USD,Food & Dining,Coffee
2024-04-18,Simulated expense for Food & Dining - Coffee,-13.73,USD,Food & Dining,Coffee
2024-04-26,Simulated expense for Food & Dining - Coffee,-11.78,USD,Food & Dining,Coffee
2024-04-12,Simulated expense for Food & Dining - Coffee,-2.29,USD,Food & Dining,Coffee
2024-04-18,Simulated expense for Food & Dining - Coffee,-12.56,USD,Food & Dining,Coffee
2024-04-20,Simulated expense for Food & Dining - Coffee,-14.69,USD,Food & Dining,Coffee
2024-04-08,Simulated expense for Food & Dining - Coffee,-5.0,USD,Food & Dining,Coffee
2024-04-19,Simulated expense for Food & Dining - Coffee,-10.19,USD,Food & Dining,Coffee
2024-04-28,Simulated expense for Food & Dining - Coffee,-6.15,USD,Food & Dining,Coffee
2024-04-06,Simulated expense for Food & Dining - Coffee,-6.12,USD,Food & Dining,Coffee
2024-04-10,Simulated expense for Food & Dining - Takeout,-18.96,USD,Food & Dining,Takeout
2024-04-24,Simulated expense for Food & Dining - Takeout,-22.3,USD,Food & Dining,Takeout
2024-04-06,Simulated expense for Food & Dining - Takeout,-19.9,USD,Food & Dining,Takeout
2024-04-16,Simulated expense for Food & Dining - Takeout,-26.82,USD,Food & Dining,Takeout
2024-04-17,Simulated expense for Food & Dining - Takeout,-37.23,USD,Food & Dining,Takeout
2024-04-13,Simulated expense for Food & Dining - Takeout,-20.71,USD,Food & Dining,Takeout
2024-04-05,Simulated expense for Food & Dining - Takeout,-14.91,USD,Food & Dining,Takeout
2024-04-10,Simulated expense for Food & Dining - Takeout,-36.27,USD,Food & Dining,Takeout
2024-04-01,Simulated expense for Food & Dining - Takeout,-34.88,USD,Food & Dining,Takeout
2024-04-17,Simulated expense for Food & Dining - Takeout,-18.89,USD,Food & Dining,Takeout
2024-04-30,Simulated expense for Food & Dining - Takeout,-12.43,USD,Food & Dining,Takeout
2024-04-06,Simulated expense for Food & Dining - Takeout,-32.8,USD,Food & Dining,Takeout
2024-04-28,Simulated expense for Food & Dining - Takeout,-12.66,USD,Food & Dining,Takeout
2024-04-28,Simulated expense for Food & Dining - Takeout,-11.19,USD,Food & Dining,Takeout
2024-04-07,Simulated expense for Food & Dining - Takeout,-47.91,USD,Food & Dining,Takeout
2024-04-02,Simulated expense for Food & Dining - Takeout,-34.26,USD,Food & Dining,Takeout
2024-04-30,Simulated expense for Food & Dining - Takeout,-31.98,USD,Food & Dining,Takeout
2024-04-18,Simulated expense for Utilities - Electricity and Water and Gas,-265.21,USD,Utilities,Electricity and Water and Gas
2024-04-15,Simulated expense for Accommodation - Accommodation,-1482.85,USD,Accommodation,Accommodation
2024-04-28,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-536.51,USD,Outgoing P2P Transfers,Outgoing Money
2024-04-11,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-561.62,USD,Outgoing P2P Transfers,Outgoing Money
2024-04-29,Simulated expense for Cash Deposit - Cash Deposit,-317.42,USD,Cash Deposit,Cash Deposit
2024-04-18,Simulated expense for Cash Deposit - Cash Deposit,-135.23,USD,Cash Deposit,Cash Deposit
2024-04-25,Simulated expense for Transportation - Fuel,-30.91,USD,Transportation,Fuel
2024-04-20,Simulated expense for Transportation - Fuel,-34.86,USD,Transportation,Fuel
2024-04-22,Simulated expense for Transportation - Fuel,-25.39,USD,Transportation,Fuel
2024-04-13,Simulated expense for Transportation - Fuel,-15.22,USD,Transportation,Fuel
2024-04-26,Simulated expense for Transportation - Fuel,-27.46,USD,Transportation,Fuel
2024-04-27,Simulated expense for Transportation - Fuel,-22.78,USD,Transportation,Fuel
2024-04-21,Simulated expense for Transportation - Fuel,-17.24,USD,Transportation,Fuel
2024-04-11,Simulated expense for Transportation - Taxi,-11.68,USD,Transportation,Taxi
2024-04-17,Simulated expense for Transportation - Taxi,-15.54,USD,Transportation,Taxi
2024-04-29,Simulated expense for Transportation - Taxi,-19.1,USD,Transportation,Taxi
2024-04-04,Simulated expense for Transportation - Taxi,-12.41,USD,Transportation,Taxi
2024-04-10,Simulated expense for Transportation - Taxi,-11.58,USD,Transportation,Taxi
2024-04-07,Simulated expense for Transportation - Taxi,-15.78,USD,Transportation,Taxi
2024-04-01,Simulated expense for Transportation - Taxi,-19.93,USD,Transportation,Taxi
2024-04-05,Simulated expense for Transportation - Taxi,-17.73,USD,Transportation,Taxi
2024-04-23,Simulated expense for Transportation - Taxi,-18.08,USD,Transportation,Taxi
2024-04-21,Simulated expense for Transportation - Taxi,-10.19,USD,Transportation,Taxi
2024-04-07,Simulated expense for Transportation - Taxi,-12.95,USD,Transportation,Taxi
2024-04-13,Simulated expense for Transportation - Taxi,-11.2,USD,Transportation,Taxi
2024-04-20,Simulated expense for Transportation - Taxi,-14.75,USD,Transportation,Taxi
2024-04-11,Simulated expense for Transportation - Taxi,-13.6,USD,Transportation,Taxi
2024-04-01,Simulated expense for Transportation - Taxi,-19.72,USD,Transportation,Taxi
2024-04-09,Simulated expense for Transportation - Taxi,-18.72,USD,Transportation,Taxi
2024-04-24,Simulated expense for Transportation - Public Transportation,-45.15,USD,Transportation,Public Transportation
2024-04-17,Simulated expense for Transportation - Public Transportation,-18.91,USD,Transportation,Public Transportation
2024-04-17,Simulated expense for Transportation - Public Transportation,-47.43,USD,Transportation,Public Transportation
2024-04-15,Simulated expense for Transportation - Public Transportation,-21.06,USD,Transportation,Public Transportation
2024-04-24,Simulated expense for Transportation - Public Transportation,-44.19,USD,Transportation,Public Transportation
2024-04-25,Simulated expense for Transportation - Public Transportation,-49.03,USD,Transportation,Public Transportation
2024-04-04,Simulated expense for Transportation - Public Transportation,-6.54,USD,Transportation,Public Transportation
2024-04-09,Simulated expense for Transportation - Public Transportation,-36.4,USD,Transportation,Public Transportation
2024-04-23,Simulated expense for Healthcare - Medications,-12.83,USD,Healthcare,Medications
2024-04-05,Simulated expense for Retail Purchases - Other,-107.83,USD,Retail Purchases,Other
2024-04-04,Simulated expense for Retail Purchases - Other,-160.74,USD,Retail Purchases,Other
2024-04-28,Simulated expense for Retail Purchases - Other,-21.65,USD,Retail Purchases,Other
2024-04-16,Simulated expense for Personal Care - Fitness,-25.01,USD,Personal Care,Fitness
2024-04-27,Simulated expense for Leisure and Activities in Real Life - Movies,-18.01,USD,Leisure and Activities in Real Life,Movies
2024-04-07,Simulated expense for Leisure and Activities in Real Life - Concerts,-88.14,USD,Leisure and Activities in Real Life,Concerts
2024-04-17,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-15.22,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-04-13,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-11.72,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-04-14,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-17.36,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-04-21,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-5.69,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-04-04,Simulated expense for Online Subscriptions & Services - Cloud Server Payments,-56.36,USD,Online Subscriptions & Services,Cloud Server Payments
2024-05-07,Simulated expense for Food & Dining - Groceries,-20.22,USD,Food & Dining,Groceries
2024-05-30,Simulated expense for Food & Dining - Groceries,-84.36,USD,Food & Dining,Groceries
2024-05-05,Simulated expense for Food & Dining - Groceries,-42.28,USD,Food & Dining,Groceries
2024-05-10,Simulated expense for Food & Dining - Groceries,-133.45,USD,Food & Dining,Groceries
2024-05-20,Simulated expense for Food & Dining - Groceries,-65.54,USD,Food & Dining,Groceries
2024-05-14,Simulated expense for Food & Dining - Restaurants,-153.51,USD,Food & Dining,Restaurants
2024-05-18,Simulated expense for Food & Dining - Restaurants,-190.04,USD,Food & Dining,Restaurants
2024-05-21,Simulated expense for Food & Dining - Restaurants,-43.1,USD,Food & Dining,Restaurants
2024-05-25,Simulated expense for Food & Dining - Restaurants,-77.63,USD,Food & Dining,Restaurants
2024-05-03,Simulated expense for Food & Dining - Restaurants,-91.21,USD,Food & Dining,Restaurants
2024-05-09,Simulated expense for Food & Dining - Restaurants,-78.66,USD,Food & Dining,Restaurants
2024-05-23,Simulated expense for Food & Dining - Coffee,-14.55,USD,Food & Dining,Coffee
2024-05-06,Simulated expense for Food & Dining - Takeout,-42.9,USD,Food & Dining,Takeout
2024-05-24,Simulated expense for Food & Dining - Takeout,-39.42,USD,Food & Dining,Takeout
2024-05-08,Simulated expense for Food & Dining - Takeout,-44.45,USD,Food & Dining,Takeout
2024-05-07,Simulated expense for Food & Dining - Takeout,-20.53,USD,Food & Dining,Takeout
2024-05-21,Simulated expense for Food & Dining - Takeout,-18.92,USD,Food & Dining,Takeout
2024-05-18,Simulated expense for Food & Dining - Takeout,-17.41,USD,Food & Dining,Takeout
2024-05-03,Simulated expense for Food & Dining - Takeout,-19.51,USD,Food & Dining,Takeout
2024-05-07,Simulated expense for Food & Dining - Takeout,-31.72,USD,Food & Dining,Takeout
2024-05-28,Simulated expense for Food & Dining - Takeout,-32.75,USD,Food & Dining,Takeout
2024-05-24,Simulated expense for Food & Dining - Takeout,-23.16,USD,Food & Dining,Takeout
2024-05-11,Simulated expense for Food & Dining - Takeout,-41.76,USD,Food & Dining,Takeout
2024-05-12,Simulated expense for Utilities - Electricity and Water and Gas,-236.4,USD,Utilities,Electricity and Water and Gas
2024-05-18,Simulated expense for Utilities - Electricity and Water and Gas,-189.73,USD,Utilities,Electricity and Water and Gas
2024-05-18,Simulated expense for Utilities - Internet and Mobile,-65.21,USD,Utilities,Internet and Mobile
2024-05-02,Simulated expense for Incoming P2P Transfers - Incoming Money,414.5,USD,Incoming P2P Transfers,Incoming Money
2024-05-25,Simulated expense for Incoming P2P Transfers - Incoming Money,301.75,USD,Incoming P2P Transfers,Incoming Money
2024-05-12,Simulated expense for Incoming P2P Transfers - Incoming Money,144.0,USD,Incoming P2P Transfers,Incoming Money
2024-05-16,Simulated expense for Incoming P2P Transfers - Incoming Money,733.81,USD,Incoming P2P Transfers,Incoming Money
2024-05-16,Simulated expense for Incoming P2P Transfers - Incoming Money,365.84,USD,Incoming P2P Transfers,Incoming Money
2024-05-13,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-504.63,USD,Outgoing P2P Transfers,Outgoing Money
2024-05-01,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-450.37,USD,Outgoing P2P Transfers,Outgoing Money
2024-05-21,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-638.68,USD,Outgoing P2P Transfers,Outgoing Money
2024-05-21,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-103.89,USD,Outgoing P2P Transfers,Outgoing Money
2024-05-17,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-179.4,USD,Outgoing P2P Transfers,Outgoing Money
2024-05-24,Simulated expense for Cash Withdrawal - Cash Withdrawal,-103.05,USD,Cash Withdrawal,Cash Withdrawal
2024-05-14,Simulated expense for Cash Withdrawal - Cash Withdrawal,-131.05,USD,Cash Withdrawal,Cash Withdrawal
2024-05-13,Simulated expense for Cash Deposit - Cash Deposit,-383.77,USD,Cash Deposit,Cash Deposit
2024-05-16,Simulated expense for Transportation - Fuel,-31.54,USD,Transportation,Fuel
2024-05-12,Simulated expense for Transportation - Fuel,-26.75,USD,Transportation,Fuel
2024-05-11,Simulated expense for Transportation - Taxi,-12.76,USD,Transportation,Taxi
2024-05-01,Simulated expense for Transportation - Taxi,-12.55,USD,Transportation,Taxi
2024-05-03,Simulated expense for Transportation - Travel Tickets,-114.29,USD,Transportation,Travel Tickets
2024-05-15,Simulated expense for Transportation - Public Transportation,-30.74,USD,Transportation,Public Transportation
2024-05-17,Simulated expense for Transportation - Public Transportation,-47.85,USD,Transportation,Public Transportation
2024-05-15,Simulated expense for Transportation - Public Transportation,-42.93,USD,Transportation,Public Transportation
2024-05-18,Simulated expense for Transportation - Public Transportation,-37.75,USD,Transportation,Public Transportation
2024-05-25,Simulated expense for Transportation - Public Transportation,-23.98,USD,Transportation,Public Transportation
2024-05-05,Simulated expense for Transportation - Public Transportation,-31.95,USD,Transportation,Public Transportation
2024-05-18,Simulated expense for Transportation - Public Transportation,-23.99,USD,Transportation,Public Transportation
2024-05-15,Simulated expense for Transportation - Vehicle Maintenance,-914.25,USD,Transportation,Vehicle Maintenance
2024-05-09,Simulated expense for Retail Purchases - Technology Items,-94.39,USD,Retail Purchases,Technology Items
2024-05-16,Simulated expense for Retail Purchases - Technology Items,-85.59,USD,Retail Purchases,Technology Items
2024-05-08,Simulated expense for Retail Purchases - Technology Items,-73.85,USD,Retail Purchases,Technology Items
2024-05-17,Simulated expense for Retail Purchases - Other,-80.98,USD,Retail Purchases,Other
2024-05-29,Simulated expense for Retail Purchases - Other,-190.68,USD,Retail Purchases,Other
2024-05-12,Simulated expense for Personal Care - Personal Grooming,-28.09,USD,Personal Care,Personal Grooming
2024-05-22,Simulated expense for Personal Care - Fitness,-20.68,USD,Personal Care,Fitness
2024-05-24,Simulated expense for Leisure and Activities in Real Life - Concerts,-67.77,USD,Leisure and Activities in Real Life,Concerts
2024-05-14,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-14.53,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-05-09,Simulated expense for Online Subscriptions & Services - Cloud Server Payments,-53.07,USD,Online Subscriptions & Services,Cloud Server Payments
2024-06-29,Simulated expense for Food & Dining - Groceries,-32.06,USD,Food & Dining,Groceries
2024-06-15,Simulated expense for Food & Dining - Groceries,-34.27,USD,Food & Dining,Groceries
2024-06-24,Simulated expense for Food & Dining - Groceries,-128.77,USD,Food & Dining,Groceries
2024-06-25,Simulated expense for Food & Dining - Groceries,-99.78,USD,Food & Dining,Groceries
2024-06-27,Simulated expense for Food & Dining - Groceries,-34.86,USD,Food & Dining,Groceries
2024-06-27,Simulated expense for Food & Dining - Groceries,-64.42,USD,Food & Dining,Groceries
2024-06-28,Simulated expense for Food & Dining - Groceries,-40.86,USD,Food & Dining,Groceries
2024-06-04,Simulated expense for Food & Dining - Restaurants,-199.48,USD,Food & Dining,Restaurants
2024-06-08,Simulated expense for Food & Dining - Restaurants,-41.23,USD,Food & Dining,Restaurants
2024-06-23,Simulated expense for Food & Dining - Restaurants,-61.71,USD,Food & Dining,Restaurants
2024-06-29,Simulated expense for Food & Dining - Restaurants,-37.07,USD,Food & Dining,Restaurants
2024-06-05,Simulated expense for Food & Dining - Restaurants,-176.06,USD,Food & Dining,Restaurants
2024-06-20,Simulated expense for Food & Dining - Restaurants,-65.86,USD,Food & Dining,Restaurants
2024-06-22,Simulated expense for Food & Dining - Coffee,-7.26,USD,Food & Dining,Coffee
2024-06-10,Simulated expense for Food & Dining - Coffee,-2.84,USD,Food & Dining,Coffee
2024-06-10,Simulated expense for Food & Dining - Coffee,-8.4,USD,Food & Dining,Coffee
2024-06-09,Simulated expense for Food & Dining - Coffee,-4.37,USD,Food & Dining,Coffee
2024-06-11,Simulated expense for Food & Dining - Coffee,-12.38,USD,Food & Dining,Coffee
2024-06-10,Simulated expense for Food & Dining - Coffee,-13.13,USD,Food & Dining,Coffee
2024-06-25,Simulated expense for Food & Dining - Coffee,-7.3,USD,Food & Dining,Coffee
2024-06-16,Simulated expense for Food & Dining - Coffee,-5.36,USD,Food & Dining,Coffee
2024-06-19,Simulated expense for Food & Dining - Coffee,-9.04,USD,Food & Dining,Coffee
2024-06-21,Simulated expense for Food & Dining - Coffee,-9.65,USD,Food & Dining,Coffee
2024-06-14,Simulated expense for Food & Dining - Coffee,-8.7,USD,Food & Dining,Coffee
2024-06-27,Simulated expense for Food & Dining - Takeout,-29.56,USD,Food & Dining,Takeout
2024-06-07,Simulated expense for Food & Dining - Takeout,-38.95,USD,Food & Dining,Takeout
2024-06-13,Simulated expense for Food & Dining - Takeout,-38.93,USD,Food & Dining,Takeout
2024-06-16,Simulated expense for Food & Dining - Takeout,-18.19,USD,Food & Dining,Takeout
2024-06-29,Simulated expense for Food & Dining - Takeout,-44.17,USD,Food & Dining,Takeout
2024-06-21,Simulated expense for Food & Dining - Takeout,-35.55,USD,Food & Dining,Takeout
2024-06-16,Simulated expense for Food & Dining - Takeout,-36.71,USD,Food & Dining,Takeout
2024-06-25,Simulated expense for Food & Dining - Takeout,-22.47,USD,Food & Dining,Takeout
2024-06-09,Simulated expense for Food & Dining - Takeout,-14.59,USD,Food & Dining,Takeout
2024-06-27,Simulated expense for Food & Dining - Takeout,-43.5,USD,Food & Dining,Takeout
2024-06-13,Simulated expense for Food & Dining - Takeout,-49.88,USD,Food & Dining,Takeout
2024-06-19,Simulated expense for Food & Dining - Takeout,-20.48,USD,Food & Dining,Takeout
2024-06-18,Simulated expense for Food & Dining - Takeout,-39.72,USD,Food & Dining,Takeout
2024-06-10,Simulated expense for Utilities - Internet and Mobile,-72.23,USD,Utilities,Internet and Mobile
2024-06-04,Simulated expense for Accommodation - Accommodation,-1961.41,USD,Accommodation,Accommodation
2024-06-18,Simulated expense for Incoming P2P Transfers - Incoming Money,979.78,USD,Incoming P2P Transfers,Incoming Money
2024-06-23,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-114.4,USD,Outgoing P2P Transfers,Outgoing Money
2024-06-12,Simulated expense for Cash Withdrawal - Cash Withdrawal,-177.12,USD,Cash Withdrawal,Cash Withdrawal
2024-06-12,Simulated expense for Transportation - Fuel,-27.23,USD,Transportation,Fuel
2024-06-21,Simulated expense for Transportation - Fuel,-27.78,USD,Transportation,Fuel
2024-06-27,Simulated expense for Transportation - Fuel,-29.29,USD,Transportation,Fuel
2024-06-17,Simulated expense for Transportation - Taxi,-18.0,USD,Transportation,Taxi
2024-06-03,Simulated expense for Transportation - Taxi,-12.73,USD,Transportation,Taxi
2024-06-19,Simulated expense for Transportation - Taxi,-18.44,USD,Transportation,Taxi
2024-06-21,Simulated expense for Transportation - Taxi,-14.46,USD,Transportation,Taxi
2024-06-13,Simulated expense for Transportation - Taxi,-17.97,USD,Transportation,Taxi
2024-06-11,Simulated expense for Transportation - Public Transportation,-33.64,USD,Transportation,Public Transportation
2024-06-07,Simulated expense for Transportation - Public Transportation,-40.54,USD,Transportation,Public Transportation
2024-06-22,Simulated expense for Transportation - Public Transportation,-48.24,USD,Transportation,Public Transportation
2024-06-06,Simulated expense for Transportation - Vehicle Maintenance,-610.08,USD,Transportation,Vehicle Maintenance
2024-06-07,Simulated expense for Healthcare - Medical Bills,-262.03,USD,Healthcare,Medical Bills
2024-06-07,Simulated expense for Retail Purchases - Clothes,-198.36,USD,Retail Purchases,Clothes
2024-06-26,Simulated expense for Retail Purchases - Clothes,-76.15,USD,Retail Purchases,Clothes
2024-06-04,Simulated expense for Retail Purchases - Clothes,-119.15,USD,Retail Purchases,Clothes
2024-06-27,Simulated expense for Retail Purchases - Technology Items,-84.98,USD,Retail Purchases,Technology Items
2024-06-13,Simulated expense for Retail Purchases - Other,-93.88,USD,Retail Purchases,Other
2024-06-13,Simulated expense for Retail Purchases - Other,-107.4,USD,Retail Purchases,Other
2024-06-25,Simulated expense for Retail Purchases - Other,-29.62,USD,Retail Purchases,Other
2024-06-07,Simulated expense for Personal Care - Fitness,-28.72,USD,Personal Care,Fitness
2024-06-05,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-7.91,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-06-05,Simulated expense for Online Subscriptions & Services - Cloud Server Payments,-52.39,USD,Online Subscriptions & Services,Cloud Server Payments
2024-07-06,Simulated expense for Food & Dining - Groceries,-87.24,USD,Food & Dining,Groceries
2024-07-20,Simulated expense for Food & Dining - Groceries,-74.26,USD,Food & Dining,Groceries
2024-07-03,Simulated expense for Food & Dining - Groceries,-64.92,USD,Food & Dining,Groceries
2024-07-03,Simulated expense for Food & Dining - Groceries,-21.2,USD,Food & Dining,Groceries
2024-07-11,Simulated expense for Food & Dining - Groceries,-106.36,USD,Food & Dining,Groceries
2024-07-29,Simulated expense for Food & Dining - Restaurants,-29.55,USD,Food & Dining,Restaurants
2024-07-25,Simulated expense for Food & Dining - Restaurants,-96.64,USD,Food & Dining,Restaurants
2024-07-03,Simulated expense for Food & Dining - Coffee,-4.07,USD,Food & Dining,Coffee
2024-07-29,Simulated expense for Food & Dining - Coffee,-3.93,USD,Food & Dining,Coffee
2024-07-30,Simulated expense for Food & Dining - Coffee,-10.42,USD,Food & Dining,Coffee
2024-07-16,Simulated expense for Food & Dining - Coffee,-11.89,USD,Food & Dining,Coffee
2024-07-15,Simulated expense for Food & Dining - Coffee,-9.95,USD,Food & Dining,Coffee
2024-07-21,Simulated expense for Food & Dining - Coffee,-7.53,USD,Food & Dining,Coffee
2024-07-28,Simulated expense for Food & Dining - Coffee,-12.8,USD,Food & Dining,Coffee
2024-07-31,Simulated expense for Food & Dining - Coffee,-9.4,USD,Food & Dining,Coffee
2024-07-30,Simulated expense for Food & Dining - Coffee,-12.98,USD,Food & Dining,Coffee
2024-07-19,Simulated expense for Food & Dining - Coffee,-13.45,USD,Food & Dining,Coffee
2024-07-23,Simulated expense for Food & Dining - Coffee,-5.84,USD,Food & Dining,Coffee
2024-07-13,Simulated expense for Food & Dining - Coffee,-9.45,USD,Food & Dining,Coffee
2024-07-18,Simulated expense for Food & Dining - Coffee,-13.45,USD,Food & Dining,Coffee
2024-07-18,Simulated expense for Food & Dining - Coffee,-8.33,USD,Food & Dining,Coffee
2024-07-22,Simulated expense for Food & Dining - Coffee,-2.14,USD,Food & Dining,Coffee
2024-07-23,Simulated expense for Food & Dining - Coffee,-10.97,USD,Food & Dining,Coffee
2024-07-10,Simulated expense for Food & Dining - Coffee,-4.18,USD,Food & Dining,Coffee
2024-07-30,Simulated expense for Food & Dining - Coffee,-6.13,USD,Food & Dining,Coffee
2024-07-12,Simulated expense for Food & Dining - Coffee,-5.22,USD,Food & Dining,Coffee
2024-07-27,Simulated expense for Food & Dining - Coffee,-9.68,USD,Food & Dining,Coffee
2024-07-13,Simulated expense for Food & Dining - Coffee,-3.07,USD,Food & Dining,Coffee
2024-07-07,Simulated expense for Food & Dining - Coffee,-7.64,USD,Food & Dining,Coffee
2024-07-26,Simulated expense for Food & Dining - Coffee,-9.73,USD,Food & Dining,Coffee
2024-07-31,Simulated expense for Food & Dining - Coffee,-7.81,USD,Food & Dining,Coffee
2024-07-07,Simulated expense for Food & Dining - Coffee,-5.65,USD,Food & Dining,Coffee
2024-07-14,Simulated expense for Food & Dining - Coffee,-10.62,USD,Food & Dining,Coffee
2024-07-16,Simulated expense for Food & Dining - Coffee,-8.93,USD,Food & Dining,Coffee
2024-07-10,Simulated expense for Food & Dining - Coffee,-3.61,USD,Food & Dining,Coffee
2024-07-22,Simulated expense for Food & Dining - Coffee,-11.74,USD,Food & Dining,Coffee
2024-07-06,Simulated expense for Food & Dining - Coffee,-14.76,USD,Food & Dining,Coffee
2024-07-01,Simulated expense for Food & Dining - Coffee,-5.7,USD,Food & Dining,Coffee
2024-07-03,Simulated expense for Food & Dining - Coffee,-11.66,USD,Food & Dining,Coffee
2024-07-10,Simulated expense for Food & Dining - Coffee,-3.96,USD,Food & Dining,Coffee
2024-07-22,Simulated expense for Food & Dining - Coffee,-7.25,USD,Food & Dining,Coffee
2024-07-13,Simulated expense for Food & Dining - Coffee,-6.18,USD,Food & Dining,Coffee
2024-07-17,Simulated expense for Food & Dining - Coffee,-3.99,USD,Food & Dining,Coffee
2024-07-26,Simulated expense for Food & Dining - Coffee,-8.83,USD,Food & Dining,Coffee
2024-07-14,Simulated expense for Food & Dining - Coffee,-4.95,USD,Food & Dining,Coffee
2024-07-04,Simulated expense for Food & Dining - Coffee,-10.99,USD,Food & Dining,Coffee
2024-07-23,Simulated expense for Food & Dining - Coffee,-9.36,USD,Food & Dining,Coffee
2024-07-01,Simulated expense for Food & Dining - Coffee,-5.17,USD,Food & Dining,Coffee
2024-07-05,Simulated expense for Food & Dining - Coffee,-4.24,USD,Food & Dining,Coffee
2024-07-12,Simulated expense for Food & Dining - Coffee,-12.32,USD,Food & Dining,Coffee
2024-07-01,Simulated expense for Food & Dining - Coffee,-5.83,USD,Food & Dining,Coffee
2024-07-31,Simulated expense for Food & Dining - Coffee,-14.78,USD,Food & Dining,Coffee
2024-07-05,Simulated expense for Food & Dining - Takeout,-9.3,USD,Food & Dining,Takeout
2024-07-09,Simulated expense for Food & Dining - Takeout,-32.02,USD,Food & Dining,Takeout
2024-07-19,Simulated expense for Food & Dining - Takeout,-21.9,USD,Food & Dining,Takeout
2024-07-18,Simulated expense for Food & Dining - Takeout,-14.86,USD,Food & Dining,Takeout
2024-07-02,Simulated expense for Food & Dining - Takeout,-11.06,USD,Food & Dining,Takeout
2024-07-27,Simulated expense for Food & Dining - Takeout,-11.8,USD,Food & Dining,Takeout
2024-07-01,Simulated expense for Utilities - Electricity and Water and Gas,-246.54,USD,Utilities,Electricity and Water and Gas
2024-07-24,Simulated expense for Accommodation - Accommodation,-1215.43,USD,Accommodation,Accommodation
2024-07-03,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-357.17,USD,Outgoing P2P Transfers,Outgoing Money
2024-07-22,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-638.81,USD,Outgoing P2P Transfers,Outgoing Money
2024-07-22,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-180.1,USD,Outgoing P2P Transfers,Outgoing Money
2024-07-29,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-161.57,USD,Outgoing P2P Transfers,Outgoing Money
2024-07-05,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-326.85,USD,Outgoing P2P Transfers,Outgoing Money
2024-07-05,Simulated expense for Cash Withdrawal - Cash Withdrawal,-83.53,USD,Cash Withdrawal,Cash Withdrawal
2024-07-14,Simulated expense for Cash Deposit - Cash Deposit,-89.76,USD,Cash Deposit,Cash Deposit
2024-07-30,Simulated expense for Transportation - Fuel,-22.03,USD,Transportation,Fuel
